"id","submitdate","lastpage","startlanguage","seed","startdate","datestamp","Consent","Consent2","Q01[SQ001]","Q02","Q02[other]","G02Q40","G02Q41","Q03","Q04","Q05","Q06","Q07","Q07[other]","Q08","Q09","Q09[other]","Q010p","Q010p[other]","Q010[SQ001]","Q010[SQ002]","Q010[SQ003]","Q010[other]","Q011[SQ002]","Q011[SQ003]","Q011[SQ004]","Q011[SQ005]","Q011[SQ006]","Q010np","Q011np[SQ001]","Q012np","Q013p[SQ001]","Q014[SQ001]","Q014[SQ002]","Q015[SQ002]","Q015[SQ003]","Q015[SQ004]","Q015[SQ005]","Q015[SQ006]","Q015[SQ007]","Q015[SQ008]","Q015[SQ009]","Q015[SQ010]","OSQ01[SQ001]","OSQ03[SQ001]","OSQ02","OSQ04[SQ001]","OSQ04[SQ002]","OSQ04[SQ003]","OSQ04[SQ004]","OSQ04[SQ005]","OSQ04[SQ006]","OSQ04[SQ007]","OSQ04[SQ008]","OSQ05[SQ001]","OSQ05[SQ002]","OSQ05[SQ003]","OSQ05[SQ004]","OSQ05[SQ005]","OSQ05[SQ006]","OSQ05[SQ007]","OSQ05[SQ008]","OSQ05[SQ009]","OSQ05[SQ010]","OSQ05[SQ011]","OSQ05[SQ012]","OSQ05[SQ013]","OSQ05[SQ014]","OSQ05[other]","SSQ01[SQ001]","SSQ03[SQ001]","SSQ02","SSQ04[SQ002]","SSQ04[SQ003]","SSQ04[SQ004]","SSQ04[SQ005]","SSQ04[SQ006]","SSQ04[SQ007]","SSQ04[other]","SSQ05[SQ001_SQ002]","SSQ05[SQ001_SQ003]","SSQ05[SQ001_SQ004]","SSQ05[SQ002_SQ002]","SSQ05[SQ002_SQ003]","SSQ05[SQ002_SQ004]","SSQ05[SQ003_SQ002]","SSQ05[SQ003_SQ003]","SSQ05[SQ003_SQ004]","SSQ05[SQ004_SQ002]","SSQ05[SQ004_SQ003]","SSQ05[SQ004_SQ004]","SSQ05[SQ005_SQ002]","SSQ05[SQ005_SQ003]","SSQ05[SQ005_SQ004]","SSQ05[SQ006_SQ002]","SSQ05[SQ006_SQ003]","SSQ05[SQ006_SQ004]","SSQ05[SQ007_SQ002]","SSQ05[SQ007_SQ003]","SSQ05[SQ007_SQ004]","SSQ05[SQ008_SQ002]","SSQ05[SQ008_SQ003]","SSQ05[SQ008_SQ004]","GSQ01[SQ001]","GSQ02[SQ001]","GSQ03[SQ001]","GSQ04[SQ001]","GSQ05[SQ001]","GSQ06[SQ001]","ESQ01[SQ001]","ESQ02[SQ001]","WBQ01[SQ001]","WBQ01[SQ003]","WBQ01[SQ004]","WBQ01[SQ005]","WBQ01[SQ006]","interviewtime","groupTime831","ConsentTime","Consent2Time","groupTime825","Q01Time","Q02Time","G02Q40Time","G02Q41Time","Q03Time","Q04Time","Q05Time","Q06Time","Q07Time","Q08Time","Q09Time","Q010pTime","Q010Time","Q011Time","Q010npTime","Q011npTime","Q012npTime","Q013pTime","Q014Time","Q015Time","groupTime826","OSQ01Time","OSQ03Time","OSQ02Time","OSQ04Time","OSQ05Time","groupTime827","SSQ01Time","SSQ03Time","SSQ02Time","SSQ04Time","SSQ05Time","groupTime828","GSQ01Time","GSQ02Time","GSQ03Time","GSQ04Time","GSQ05Time","GSQ06Time","groupTime829","ESQ01Time","ESQ02Time","groupTime830","WBQ01Time"
"1496","2025-04-23 14:15:02","7","en","1498452677","2025-04-23 14:05:39","2025-04-23 14:15:02","Yes, I am involved in research","Yes, I agree to participate in the study","47","Male","","2","Less than 2 weeks","France","Université Paris Cité","Physical Sciences & Engineering","physics of living systems","PhD","","2001","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","No","Yes","","25","25","50","0","0",,,"Yes","24","50","90","No","Yes","Yes","No","No","No","Yes","No","No","70","70","No","I am not familiar with it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I am not familiar with it","No","No","No","No","Yes","No","No","No","No","No","No","No","No","No","","75","90","No","No","Yes","No","No","No","No","","1","","","1","","","","1","","","1","","","1","","","1","","1","","","1","","","90","90","50","0","50","0","0","100","85","100","5","50","90","565.65","15.63",,,"200.62",,,,,,,,,,,,,,,,,,,,,"131.03",,,,,,"118.12",,,,,,"45.88",,,,,,,"19.57",,,"34.8",
"1498","2025-04-24 07:38:11","7","en","1850137878","2025-04-24 07:19:01","2025-04-24 07:38:11","Yes, I am involved in research","Yes, I agree to participate in the study","55","Female","","3","More than 2 years","France","CNRS","Physical Sciences & Engineering","Physique-chimie","PhD","","1992","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","No","CLAS/CAES-CNRS+ecopolien","75","5","10","5","5",,,"Yes","9","31","90","No","No","Yes","No","Yes","Yes","No","No","No","20","71","No","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I am not familiar with it","I am not familiar with it","I know it and I used it","I am not familiar with it","I am not familiar with it","No","No","No","No","No","No","No","No","No","No","No","No","No","No","Instruction from CNRS","81","100","No","Yes","Yes","Yes","No","No","No","","1","","","","","1","1","1","","","1","","1","1","","1","1","","","1","","1","1","","51","33","64","100","100","100","92","93","30","10","82","90","37","1153.45","32.38",,,"465.95",,,,,,,,,,,,,,,,,,,,,"271.56",,,,,,"194.78",,,,,,"71.03",,,,,,,"51.1",,,"66.65",
"1503","2025-04-24 12:31:14","7","en","71529547","2025-04-24 12:23:22","2025-04-24 12:31:14","Yes, I am involved in research","Yes, I agree to participate in the study","35","Female","","I have no children",,"Italy","University of Milano - Bicocca","Social Sciences & Humanities","Psychometry","PhD","","2016","Researcher/lecturer (fixed term)","",,,"No","No","Yes","","30","40","20","10","0",,,"Yes",,"71","64","No","Yes","Yes","No","No","Yes","No","No","No","100","95","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","No","No","No","No","Yes","No","Yes","No","Yes","No","No","No","No","No","","21","0","No","Yes","Yes","No","No","No","Yes","","","1","","1","","","1","1","","1","","","1","1","","1","","","","1","","","1","","50","34","0","0","23","53","87","64","57","93","8","2","19","475.4","22.11",,,"176.74",,,,,,,,,,,,,,,,,,,,,"83.35",,,,,,"115.38",,,,,,"33.67",,,,,,,"21.75",,,"22.4",
"1505","2025-04-24 14:00:54","7","en","991915783","2025-04-24 13:53:54","2025-04-24 14:00:54","Yes, I am involved in research","Yes, I agree to participate in the study","55","Female","","2","More than 2 years","france","paris nanterre","Social Sciences & Humanities","psychology","PhD","","1997","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","Yes","","20","20","60","0","0",,,"Yes","29","21","21","Yes","No","No","No","No","No","Yes","Yes","No","65","66","No","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","","0","100","No","Yes","Yes","No","Yes","No","No","","","","1","1","1","","1","1","","1","1","","1","1","","1","1","","","","1","1","1","","100","100","0","100","100","100","89","96","76","100","21","80","100","423.49","12.8",,,"158.86",,,,,,,,,,,,,,,,,,,,,"73.67",,,,,,"100.63",,,,,,"32.54",,,,,,,"19.75",,,"25.24",
"1512","2025-04-25 10:06:43","7","en","935003718","2025-04-25 09:34:10","2025-04-25 10:06:43","Yes, I am involved in research","Yes, I agree to participate in the study","33","Male","","I have no children",,"France","CNRS","Physical Sciences & Engineering","Synthetic Chemistry and Materials","Master","","NA","Permanent position","","Research Engineer/Research data scientist/Research Technician","","No","No","Yes","","80","0","10","0","10",,,"Yes","50","25","90","No","Yes","Yes","No","No","No","Yes","No","No","70","100","Yes","I am not familiar with it","I am not familiar with it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I know it and I used it","I know it and I used it","I am not familiar with it","Yes","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","","0","0","No","Yes","No","Yes","No","No","Yes","","","1","","1","","","","1","","","1","","","1","","","1","","","1","","","1","","100","50","75","50","50","75","50","50","25","50","0","50","100","1955.1","9.05",,,"287.45",,,,,,,,,,,,,,,,,,,,,"1401.26",,,,,,"132.37",,,,,,"49.4",,,,,,,"37.28",,,"38.29",
"1528","2025-04-28 06:35:04","7","en","228785109","2025-04-28 06:25:07","2025-04-28 06:35:04","Yes, I am involved in research","Yes, I agree to participate in the study","26","Female","","I have no children",,"France","Strasbourg University","Physical Sciences & Engineering","Computer science","Master","","2022","PhD candidate (scholarship, other funding)","",,,"No","No","No","Teaching","75","7","5","3","10","I don't know","33","Yes",,"40","50","No","Yes","Yes","No","No","No","Yes","No","No","75","100","No","I am not familiar with it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I am not familiar with it","Yes","Yes","No","No","No","Yes","No","No","Yes","Yes","No","No","No","No","","20","75","No","Yes","No","Yes","No","No","No","","1","1","","1","1","","1","1","","","1","","","1","","1","1","","1","1","","1","1","","5","10","3","5","50","75","80","100","80","75","25","50","70","599.9","19.24",,,"197.22",,,,,,,,,,,,,,,,,,,,,"167.18",,,,,,"93.88",,,,,,"54.94",,,,,,,"24.34",,,"43.1",
"1532","2025-04-28 12:10:06","7","en","508330200","2025-04-28 12:00:46","2025-04-28 12:10:06","Yes, I am involved in research","Yes, I agree to participate in the study","53","Male","","1","Less than 2 weeks","France","INRAE","Physical Sciences & Engineering","Soil science","PhD","","1996","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","Yes","No","","80","5","10","5","0",,,"Yes","12","81","82","No","No","Yes","Yes","No","Yes","No","No","No","88","85","Yes","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","No","No","No","No","No","No","No","Yes","Yes","No","No","No","No","No","","62","67","No","Yes","Yes","No","No","Yes","No","","","1","","","1","","1","1","","","1","","","1","","1","","","1","1","","1","1","","64","64","0","80","0","67","69","82","18","67","13","20","84","563.45","163.91",,,"130.64",,,,,,,,,,,,,,,,,,,,,"82.74",,,,,,"91.23",,,,,,"56.7",,,,,,,"14.64",,,"23.59",
"1536","2025-04-29 13:56:50","7","en","1911873050","2025-04-29 13:41:07","2025-04-29 13:56:50","Yes, I am involved in research","Yes, I agree to participate in the study","43","Female","","I have no children",,"france","University of Lyon 1","Life Sciences","Human genetics","Other","HDR","2004","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","No","No","Director of animal facility","40","15","20","15","10",,,"Yes","70","40","60","Yes","No","Yes","Yes","No","No","No","No","No","75","85","Yes","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I am not familiar with it","No","No","No","Yes","No","No","Yes","No","Yes","No","Yes","No","No","No","","75","80","No","Yes","Yes","Yes","No","No","No","","1","","","","","1","","1","1","","1","","","1","","1","1","","1","1","","1","1","","90","90","65","90","90","100","60","40","70","70","50","50","70","947.85","29.46",,,"353.67",,,,,,,,,,,,,,,,,,,,,"187.72",,,,,,"228.59",,,,,,"63.61",,,,,,,"37.11",,,"47.69",
"1539","2025-04-30 07:47:23","7","en","1309646153","2025-04-30 07:35:02","2025-04-30 07:47:23","Yes, I am involved in research","Yes, I agree to participate in the study","63","Female","","2","I did not take any parental leave","France","University of Reims Champagne-Ardenne","Social Sciences & Humanities","Marketing","Other","HDR","1985","Permanent position","","Full Professor/Directeur de recherche","","No","No","No","Vice-president","5","0","90","5","0",,,"Yes","5","70","75","No","Yes","No","No","Yes","No","No","Yes","No","90","55","Yes","I am not familiar with it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","Yes","No","No","No","No","Yes","No","No","No","Yes","No","No","","70","75","No","Yes","Yes","No","Yes","No","No","","","1","","1","","","","1","","","1","","","1","","","1","","","1","","","1","","100","100","10","98","70","98","75","90","90","96","10","80","0","744.6","16.38",,,"309.21",,,,,,,,,,,,,,,,,,,,,"157.77",,,,,,"143.29",,,,,,"49.64",,,,,,,"39.68",,,"28.63",
"1556","2025-05-04 21:11:05","7","en","1452928650","2025-05-04 20:56:44","2025-05-04 21:11:05","Yes, I am involved in research","Yes, I agree to participate in the study","53","Female","","2","I did not take any parental leave","France","University of caen ","Social Sciences & Humanities","Psychology","Other","Hdr","1994","Researcher/lecturer (fixed term)","",,,"No","No","Yes","","20","40","30","5","5",,,"Yes",,"70","100","No","No","Yes","Yes","No","No","No","Yes","No","100","100","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","No","No","No","No","Yes","No","Yes","No","Yes","No","Yes","Yes","No","No","","0","0","No","No","No","Yes","Yes","Yes","No","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","100","70","89","100","100","80","100","100","60","30","0","30","61","795.63","33.41",,,"382.52",,,,,,,,,,,,,,,,,,,,,"147.49",,,,,,"109.43",,,,,,"57.75",,,,,,,"21.3",,,"43.73",
"1559","2025-05-05 11:44:15","7","en","63666152","2025-05-05 11:32:31","2025-05-05 11:44:15","Yes, I am involved in research","Yes, I agree to participate in the study","49","Female","","2","Between 6 months and 1 year","France","CNRS","Life Sciences","Ecology","PhD","","1999","Permanent position","","Research Engineer/Research data scientist/Research Technician","","No","No","Yes","","60","5","30","5","0",,,"Yes","72","100","100","Yes","No","Yes","Yes","No","No","No","No","No","72","72","Yes","I am not familiar with it","I am not familiar with it","I am not familiar with it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I am not familiar with it","I am not familiar with it","No","Yes","No","No","No","No","No","No","Yes","No","No","No","No","No","","12","0","No","Yes","No","No","No","No","No","","","1","","","1","","","1","","1","","","","1","","1","1","","1","","","","1","","100","100","70","40","82","100","100","100","89","100","90","100","0","705.71","106.84",,,"221.53",,,,,,,,,,,,,,,,,,,,,"149.08",,,,,,"119.15",,,,,,"48.16",,,,,,,"25.1",,,"35.85",
"1561","2025-05-06 07:41:10","7","en","116654891","2025-05-06 07:32:38","2025-05-06 07:41:10","Yes, I am involved in research","Yes, I agree to participate in the study","63","Female","","3","Between 6 months and 1 year","France","Sorbonne Université","Physical Sciences & Engineering","astrophysics","Other","HDR","1985","Permanent position","","Full Professor/Directeur de recherche","","No","Yes","No","","10","50","10","0","30",,,"Yes","0","51","50","No","Yes","Yes","Yes","No","No","No","No","No","31","99","No","I am not familiar with it","I am not familiar with it","I am not familiar with it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I am not familiar with it","I am not familiar with it","I am not familiar with it","No","No","No","No","No","No","No","No","No","No","No","No","No","Yes","","1","1","No","Yes","No","No","No","No","No","","","1","","1","1","","","1","","","1","","","1","","1","1","","","1","","","1","","98","50","0","100","50","50","49","50","99","99","20","99","0","513.81","20.23",,,"233.4",,,,,,,,,,,,,,,,,,,,,"75.21",,,,,,"84.42",,,,,,"40.01",,,,,,,"29.48",,,"31.06",
"1576","2025-05-09 05:13:30","7","en","1926772660","2025-05-09 05:04:56","2025-05-09 05:13:30","Yes, I am involved in research","Yes, I agree to participate in the study","34","Female","","1","I did not take any parental leave","Italy","","Social Sciences & Humanities","Work and organization psychology","PhD","","2016","Researcher/lecturer (fixed term)","",,,"No","Yes","No","","40","35","20","5","0",,,"Yes",,"66","65","Yes","Yes","No","Yes","No","No","No","No","No","64","68","No","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","No","No","No","No","Yes","Yes","Yes","No","No","No","Yes","No","No","No","","0","0","No","Yes","No","Yes","Yes","No","No","","","1","","","1","","","1","","","1","","","1","","1","1","","","1","","","1","","60","60","55","33","65","53","73","87","70","69","25","61","64","516.35","45.06",,,"194.69",,,,,,,,,,,,,,,,,,,,,"89.27",,,,,,"95.86",,,,,,"38.93",,,,,,,"23.27",,,"29.27",
"1579","2025-05-09 12:58:14","7","en","823409387","2025-05-09 12:44:56","2025-05-09 12:58:14","Yes, I am involved in research","Yes, I agree to participate in the study","40","Female","","2","Between 6 months and 1 year","Italy","Università degli studi di Roma Tor Vergata","Social Sciences & Humanities","Psychology","PhD","","2009","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","Yes","No","","40","50","8","1","1",,,"Yes","65","60","80","No","No","Yes","Yes","No","No","Yes","No","No","90","90","No","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I am not familiar with it","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","No","Yes","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","","0","0","No","Yes","Yes","No","No","No","Yes","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","","1","","60","40","20","40","10","75","80","80","65","40","20","50","65","801.67","31.1",,,"376.14",,,,,,,,,,,,,,,,,,,,,"196.59",,,,,,"79.76",,,,,,"51.64",,,,,,,"30.1",,,"36.34",
"1607","2025-05-12 10:01:25","7","en","664569651","2025-05-12 09:49:22","2025-05-12 10:01:25","Yes, I am involved in research","Yes, I agree to participate in the study","38","Female","","I have no children",,"france","INRAP","Social Sciences & Humanities","roman pottery studies","PhD","","2012","Permanent position","","Other","specialist","No","No","Yes","","5","5","20","10","60",,,"Yes","60","30","30","No","No","Yes","Yes","No","Yes","No","No","No","71","100","No","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I am not familiar with it","I know it and I used it","Yes","Yes","No","No","No","Yes","No","No","No","Yes","Yes","No","No","No","","0","0","No","Yes","Yes","No","Yes","No","No","","1","1","","","","1","1","1","","","1","","1","1","","1","1","","1","","","","","1","50","50","23","24","50","59","100","70","25","37","0","67","100","725.49","24.07",,,"267.75",,,,,,,,,,,,,,,,,,,,,"142.95",,,,,,"174.53",,,,,,"56.22",,,,,,,"22.74",,,"37.23",
"1632","2025-05-16 09:56:31","7","en","382650643","2025-05-16 09:46:44","2025-05-16 09:56:31","Yes, I am involved in research","Yes, I agree to participate in the study","30","Female","","I have no children",,"Italy ","Sapienza university of Rome ","Social Sciences & Humanities","Neurosciences and Social psychophysiology ","PhD","","2020","Postdoc (fixed term)","",,,"No","No","Yes","","75","0","5","20","0","Yes","5","Yes",,"25","70","Yes","No","No","Yes","Yes","No","No","No","No","100","100","Yes","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","No","No","No","Yes","No","No","Yes","Yes","Yes","No","No","No","No","No","","0","3","No","Yes","Yes","No","No","Yes","No","","1","","","","","1","","1","","1","","","1","1","","1","","","","1","","","1","","70","20","80","10","70","80","70","90","80","80","80","39","100","589.04","15.97",,,"209.94",,,,,,,,,,,,,,,,,,,,,"137.5",,,,,,"100.14",,,,,,"59.85",,,,,,,"25.69",,,"39.95",
"1657","2025-05-26 09:08:08","7","en","2012356163","2025-05-26 08:58:46","2025-05-26 09:08:08","Yes, I am involved in research","Yes, I agree to participate in the study","29","Female","","I have no children",,"France","CNRS","Life Sciences","Neuroscience","Master","","2021","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","100","0","0","0","0","Yes","40","Yes",,"40","50","Yes","No","Yes","Yes","No","No","No","No","No","80","100","Yes","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","No","No","No","No","No","Yes","Yes","Yes","Yes","Yes","No","No","No","No","","70","85","No","Yes","No","Yes","Yes","No","No","","","1","","","","1","","1","","","1","","","1","","1","1","","","1","","","1","","50","15","20","50","100","90","80","85","75","60","35","20","90","565.62","43.38",,,"176.13",,,,,,,,,,,,,,,,,,,,,"126.69",,,,,,"102.26",,,,,,"69.46",,,,,,,"22.87",,,"24.83",
"1661","2025-05-26 11:45:09","7","en","2024273450","2025-05-26 11:27:42","2025-05-26 11:45:09","Yes, I am involved in research","Yes, I agree to participate in the study","39","Male","","I have no children",,"France","CNRS","Social Sciences & Humanities","Sociology","PhD","","2013","Postdoc (fixed term)","",,,"No","No","Yes","","80","0","10","10","0","I don't know","5","Yes",,"60","60","No","Yes","No","No","No","Yes","No","No","Yes","70","100","No","I am not familiar with it","I am not familiar with it","I am not familiar with it","I know it and I used it","I am not familiar with it","I know it and I used it","I am not familiar with it","I haven't used it yet, but I plan to do it in the future","No","No","Yes","No","No","Yes","Yes","Yes","No","Yes","No","No","No","No","","70","100","No","Yes","Yes","No","No","No","Yes","","1","1","","","","1","1","1","","","1","","1","1","","","1","","1","1","","1","1","","75","75","0","0","60","60","100","100","100","100","100","90","3","1049.22","42.68",,,"176.69",,,,,,,,,,,,,,,,,,,,,"154.28",,,,,,"554.89",,,,,,"67.38",,,,,,,"17.32",,,"35.98",
"1665","2025-05-26 13:07:59","7","en","1558473740","2025-05-26 12:48:30","2025-05-26 13:07:59","Yes, I am involved in research","Yes, I agree to participate in the study","54","Male","","More than 3","Between 2 weeks and 1 month","France","CERTOP, UTTOP","Social Sciences & Humanities","Information and communication sciences","PhD","","2010","Researcher/lecturer (fixed term)","",,,"No","Yes","No","","50","30","15","5","0",,,"Yes",,"90","90","Yes","Yes","No","No","No","No","No","No","Yes","70","80","No","I am not familiar with it","I know it and I used it","I know it and I used it","I am not familiar with it","I am not familiar with it","I know it and I used it","I am not familiar with it","I know it and I used it","Yes","Yes","No","No","No","No","Yes","No","No","Yes","Yes","No","No","No","","40","61","No","Yes","No","No","Yes","No","Yes","","1","1","","","1","","1","1","","1","1","","1","","","1","","","1","1","","1","1","","60","50","50","50","80","80","80","90","80","90","50","60","10","1170.57","11.72",,,"283.21",,,,,,,,,,,,,,,,,,,,,"400.99",,,,,,"250",,,,,,"100.25",,,,,,,"20",,,"104.4",
"1669","2025-05-27 21:53:57","7","en","109104979","2025-05-27 21:36:52","2025-05-27 21:53:57","Yes, I am involved in research","Yes, I agree to participate in the study","23","Female","","I have no children",,"United Kingdom","","Social Sciences & Humanities","Psychology","Bachelor","","2023","PhD candidate (scholarship, other funding)","",,,"No","No","Yes","","80","10","10","0","0","Yes","40","Yes",,"0","50","No","No","Yes","No","No","Yes","No","No","Yes","100","100","Yes","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","No","No","Yes","Yes","Yes","No","Yes","Yes","No","No","No","No","No","No","","0","0","No","No","No","No","No","No","No","Never heard of it, so can’t define it, but this is a mandatory question. ","1","1","","","","1","","","1","","1","","1","1","","1","1","","","","1","","","1","10","10","0","0","60","50","100","100","60","60","30","50","100","1026.86","19.89",,,"131.05",,,,,,,,,,,,,,,,,,,,,"83.51",,,,,,"147.54",,,,,,"47.57",,,,,,,"563.19",,,"34.11",
"1670","2025-05-28 09:01:05","7","en","505500746","2025-05-28 08:46:18","2025-05-28 09:01:05","Yes, I am involved in research","Yes, I agree to participate in the study","64","Male","","1","I did not take any parental leave","France ","Université de Toulouse ","Social Sciences & Humanities","Sociologie ","PhD","","1989","Permanent position","","Associate Professor/Senior Lecturer/Maître de conférences or Chargé de recherche with Habilitation à diriger des recherches","","No","No","Yes","","10","50","20","10","10",,,"Yes","9","10","30","No","No","Yes","Yes","No","Yes","No","No","No","0","0","No","I am not familiar with it","I am not familiar with it","I haven't used it yet, and I don't plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, and I don't plan to do it in the future","I am not familiar with it","No","No","No","No","Yes","No","No","No","Yes","No","No","No","Yes","No","","0","0","No","No","No","No","No","No","No","Je ne connais pas ","","1","","1","","","","1","","","1","","","1","","","1","","","1","","","1","","10","10","10","20","5","51","10","60","50","30","15","33","17","907.93","41.05",,,"426.38",,,,,,,,,,,,,,,,,,,,,"130.01",,,,,,"156.1",,,,,,"56.65",,,,,,,"40.76",,,"56.98",
"1671","2025-05-28 13:54:53","7","en","975119145","2025-05-28 13:38:57","2025-05-28 13:54:53","Yes, I am involved in research","Yes, I agree to participate in the study","37","Male","","I have no children",,"France","CNRS","Social Sciences & Humanities","Psycholinguistics","PhD","","2013","Permanent position","","Research Engineer/Research data scientist/Research Technician","","No","No","Yes","","20","0","50","10","20",,,"Yes","100","71","16","Yes","No","No","Yes","No","Yes","No","No","No","89","100","No","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","No","No","No","Yes","No","No","No","Yes","Yes","Yes","No","No","No","No","","38","62","No","Yes","No","Yes","No","Yes","No","","1","","","","","1","","1","","1","","","","1","","","1","","1","","","","1","","84","24","59","94","95","94","100","92","90","71","83","88","0","958.49","74.86",,,"330.21",,,,,,,,,,,,,,,,,,,,,"162.38",,,,,,"235.3",,,,,,"80.85",,,,,,,"26.26",,,"48.63",
"1724","2025-06-09 22:23:12","7","en","2075383640","2025-06-09 22:15:41","2025-06-09 22:23:12","Yes, I am involved in research","Yes, I agree to participate in the study","30","Female","","I have no children",,"United Kingdom ","","Life Sciences","Psychology ","PhD","","2020","Permanent position","","Assistant Professor/Lecturer/Maître de conférences or Chargé de recherche","","No","No","Yes","","20","60","20","0","0",,,"Yes","75","28","62","No","No","Yes","Yes","No","Yes","No","No","No","100","85","Yes","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I know it and I used it","I know it and I used it","I know it and I used it","I know it and I used it","I haven't used it yet, but I plan to do it in the future","I haven't used it yet, and I don't plan to do it in the future","No","No","No","No","No","Yes","No","Yes","Yes","No","No","No","No","No","","63","64","No","Yes","Yes","No","Yes","No","No","","1","1","","1","1","","1","1","","1","1","","","1","","1","1","","1","1","","","1","","65","23","63","50","73","84","64","84","67","80","0","80","50","454.06","33.12",,,"172.3",,,,,,,,,,,,,,,,,,,,,"81.81",,,,,,"76.89",,,,,,"43.45",,,,,,,"17.03",,,"29.46",
